Daily Precipitation,,,
Date,Value,Time Period,Climate Model
21-08-1999,1.069,1986-2005,IPSL-CM5A-LA
22-08-1999,6.076,1986-2005,IPSL-CM5A-LA
23-08-1999,0,1986-2005,IPSL-CM5A-LA
24-08-1999,0,1986-2005,IPSL-CM5A-LA
25-08-1999,0,1986-2005,IPSL-CM5A-LA
26-08-1999,0,1986-2005,IPSL-CM5A-LA
27-08-1999,0,1986-2005,IPSL-CM5A-LA
28-08-1999,0,1986-2005,IPSL-CM5A-LA
29-08-1999,0,1986-2005,IPSL-CM5A-LA
30-08-1999,0,1986-2005,IPSL-CM5A-LA
31-08-1999,0,1986-2005,IPSL-CM5A-LA
01-09-1999,0.009,1986-2005,IPSL-CM5A-LA
02-09-1999,0,1986-2005,IPSL-CM5A-LA
03-09-1999,0,1986-2005,IPSL-CM5A-LA
04-09-1999,0,1986-2005,IPSL-CM5A-LA
05-09-1999,0,1986-2005,IPSL-CM5A-LA
06-09-1999,0,1986-2005,IPSL-CM5A-LA
07-09-1999,0,1986-2005,IPSL-CM5A-LA
08-09-1999,1.574,1986-2005,IPSL-CM5A-LA
09-09-1999,0.299,1986-2005,IPSL-CM5A-LA
10-09-1999,0.173,1986-2005,IPSL-CM5A-LA
11-09-1999,0.039,1986-2005,IPSL-CM5A-LA
12-09-1999,0.797,1986-2005,IPSL-CM5A-LA
13-09-1999,0.185,1986-2005,IPSL-CM5A-LA
14-09-1999,0.035,1986-2005,IPSL-CM5A-LA
15-09-1999,0,1986-2005,IPSL-CM5A-LA
16-09-1999,0.582,1986-2005,IPSL-CM5A-LA
17-09-1999,0.003,1986-2005,IPSL-CM5A-LA
18-09-1999,0,1986-2005,IPSL-CM5A-LA
19-09-1999,0,1986-2005,IPSL-CM5A-LA
20-09-1999,0.012,1986-2005,IPSL-CM5A-LA
21-09-1999,0.097,1986-2005,IPSL-CM5A-LA
22-09-1999,0,1986-2005,IPSL-CM5A-LA
23-09-1999,0,1986-2005,IPSL-CM5A-LA
24-09-1999,4.62,1986-2005,IPSL-CM5A-LA
25-09-1999,3.22,1986-2005,IPSL-CM5A-LA
26-09-1999,5.298,1986-2005,IPSL-CM5A-LA
27-09-1999,1.864,1986-2005,IPSL-CM5A-LA
28-09-1999,0.983,1986-2005,IPSL-CM5A-LA
29-09-1999,0.452,1986-2005,IPSL-CM5A-LA
30-09-1999,0,1986-2005,IPSL-CM5A-LA
01-10-1999,7.953,1986-2005,IPSL-CM5A-LA
02-10-1999,2.463,1986-2005,IPSL-CM5A-LA
03-10-1999,3.624,1986-2005,IPSL-CM5A-LA
04-10-1999,0,1986-2005,IPSL-CM5A-LA
05-10-1999,0,1986-2005,IPSL-CM5A-LA
06-10-1999,0,1986-2005,IPSL-CM5A-LA
07-10-1999,0.013,1986-2005,IPSL-CM5A-LA
08-10-1999,0.005,1986-2005,IPSL-CM5A-LA
09-10-1999,0,1986-2005,IPSL-CM5A-LA
10-10-1999,12.515,1986-2005,IPSL-CM5A-LA
11-10-1999,0.504,1986-2005,IPSL-CM5A-LA
12-10-1999,0.56,1986-2005,IPSL-CM5A-LA
13-10-1999,0,1986-2005,IPSL-CM5A-LA
14-10-1999,0,1986-2005,IPSL-CM5A-LA
15-10-1999,0,1986-2005,IPSL-CM5A-LA
16-10-1999,0,1986-2005,IPSL-CM5A-LA
17-10-1999,0.26,1986-2005,IPSL-CM5A-LA
18-10-1999,0.051,1986-2005,IPSL-CM5A-LA
19-10-1999,8.81,1986-2005,IPSL-CM5A-LA
20-10-1999,6.623,1986-2005,IPSL-CM5A-LA
21-10-1999,0.01,1986-2005,IPSL-CM5A-LA
22-10-1999,0.004,1986-2005,IPSL-CM5A-LA
23-10-1999,0,1986-2005,IPSL-CM5A-LA
24-10-1999,0,1986-2005,IPSL-CM5A-LA
25-10-1999,0,1986-2005,IPSL-CM5A-LA
26-10-1999,0.08,1986-2005,IPSL-CM5A-LA
27-10-1999,0.724,1986-2005,IPSL-CM5A-LA
28-10-1999,3.384,1986-2005,IPSL-CM5A-LA
29-10-1999,6.078,1986-2005,IPSL-CM5A-LA
30-10-1999,2.35,1986-2005,IPSL-CM5A-LA
31-10-1999,1.498,1986-2005,IPSL-CM5A-LA
01-11-1999,0.504,1986-2005,IPSL-CM5A-LA
02-11-1999,0.379,1986-2005,IPSL-CM5A-LA
03-11-1999,0.595,1986-2005,IPSL-CM5A-LA
04-11-1999,1.377,1986-2005,IPSL-CM5A-LA
05-11-1999,0.139,1986-2005,IPSL-CM5A-LA
06-11-1999,0,1986-2005,IPSL-CM5A-LA
07-11-1999,0,1986-2005,IPSL-CM5A-LA
08-11-1999,0.027,1986-2005,IPSL-CM5A-LA
09-11-1999,0.679,1986-2005,IPSL-CM5A-LA
10-11-1999,0.524,1986-2005,IPSL-CM5A-LA
11-11-1999,0.051,1986-2005,IPSL-CM5A-LA
12-11-1999,0,1986-2005,IPSL-CM5A-LA
13-11-1999,0.022,1986-2005,IPSL-CM5A-LA
14-11-1999,0.257,1986-2005,IPSL-CM5A-LA
15-11-1999,0.324,1986-2005,IPSL-CM5A-LA
16-11-1999,57.08,1986-2005,IPSL-CM5A-LA
17-11-1999,7.146,1986-2005,IPSL-CM5A-LA
18-11-1999,1.04,1986-2005,IPSL-CM5A-LA
19-11-1999,0.785,1986-2005,IPSL-CM5A-LA
20-11-1999,0.146,1986-2005,IPSL-CM5A-LA
21-11-1999,0.732,1986-2005,IPSL-CM5A-LA
22-11-1999,0.508,1986-2005,IPSL-CM5A-LA
23-11-1999,0.253,1986-2005,IPSL-CM5A-LA
24-11-1999,0.41,1986-2005,IPSL-CM5A-LA
25-11-1999,2.375,1986-2005,IPSL-CM5A-LA
26-11-1999,0.027,1986-2005,IPSL-CM5A-LA
27-11-1999,1.111,1986-2005,IPSL-CM5A-LA
28-11-1999,0.029,1986-2005,IPSL-CM5A-LA
29-11-1999,0,1986-2005,IPSL-CM5A-LA
30-11-1999,0.674,1986-2005,IPSL-CM5A-LA
01-12-1999,0.148,1986-2005,IPSL-CM5A-LA
02-12-1999,0.003,1986-2005,IPSL-CM5A-LA
03-12-1999,3.538,1986-2005,IPSL-CM5A-LA
04-12-1999,0.294,1986-2005,IPSL-CM5A-LA
05-12-1999,0.014,1986-2005,IPSL-CM5A-LA
06-12-1999,0.005,1986-2005,IPSL-CM5A-LA
07-12-1999,0.161,1986-2005,IPSL-CM5A-LA
08-12-1999,0.446,1986-2005,IPSL-CM5A-LA
09-12-1999,0.023,1986-2005,IPSL-CM5A-LA
10-12-1999,0.235,1986-2005,IPSL-CM5A-LA
11-12-1999,0,1986-2005,IPSL-CM5A-LA
12-12-1999,0.003,1986-2005,IPSL-CM5A-LA
13-12-1999,4.74,1986-2005,IPSL-CM5A-LA
14-12-1999,10.294,1986-2005,IPSL-CM5A-LA
15-12-1999,2.788,1986-2005,IPSL-CM5A-LA
16-12-1999,0.844,1986-2005,IPSL-CM5A-LA
17-12-1999,0.023,1986-2005,IPSL-CM5A-LA
18-12-1999,0.093,1986-2005,IPSL-CM5A-LA
19-12-1999,0.63,1986-2005,IPSL-CM5A-LA
20-12-1999,2.002,1986-2005,IPSL-CM5A-LA
21-12-1999,0.85,1986-2005,IPSL-CM5A-LA
22-12-1999,0.469,1986-2005,IPSL-CM5A-LA
23-12-1999,0.742,1986-2005,IPSL-CM5A-LA
24-12-1999,0.014,1986-2005,IPSL-CM5A-LA
25-12-1999,0.008,1986-2005,IPSL-CM5A-LA
26-12-1999,0,1986-2005,IPSL-CM5A-LA
27-12-1999,0,1986-2005,IPSL-CM5A-LA
28-12-1999,0.015,1986-2005,IPSL-CM5A-LA
29-12-1999,3.136,1986-2005,IPSL-CM5A-LA
30-12-1999,1.244,1986-2005,IPSL-CM5A-LA
31-12-1999,0.641,1986-2005,IPSL-CM5A-LA
01-01-2000,0.825,1986-2005,IPSL-CM5A-LA
02-01-2000,0.136,1986-2005,IPSL-CM5A-LA
03-01-2000,0,1986-2005,IPSL-CM5A-LA
04-01-2000,0.099,1986-2005,IPSL-CM5A-LA
05-01-2000,0.48,1986-2005,IPSL-CM5A-LA
06-01-2000,0.396,1986-2005,IPSL-CM5A-LA
07-01-2000,5.582,1986-2005,IPSL-CM5A-LA
08-01-2000,1.613,1986-2005,IPSL-CM5A-LA
09-01-2000,0.694,1986-2005,IPSL-CM5A-LA
10-01-2000,1.348,1986-2005,IPSL-CM5A-LA
11-01-2000,0.111,1986-2005,IPSL-CM5A-LA
12-01-2000,0.021,1986-2005,IPSL-CM5A-LA
13-01-2000,0.008,1986-2005,IPSL-CM5A-LA
14-01-2000,0.95,1986-2005,IPSL-CM5A-LA
15-01-2000,0.383,1986-2005,IPSL-CM5A-LA
16-01-2000,3.641,1986-2005,IPSL-CM5A-LA
17-01-2000,37.426,1986-2005,IPSL-CM5A-LA
18-01-2000,94.816,1986-2005,IPSL-CM5A-LA
19-01-2000,0.39,1986-2005,IPSL-CM5A-LA
20-01-2000,2.152,1986-2005,IPSL-CM5A-LA
21-01-2000,5.089,1986-2005,IPSL-CM5A-LA
22-01-2000,2.513,1986-2005,IPSL-CM5A-LA
23-01-2000,10.902,1986-2005,IPSL-CM5A-LA
24-01-2000,0.542,1986-2005,IPSL-CM5A-LA
25-01-2000,0.936,1986-2005,IPSL-CM5A-LA
26-01-2000,0.784,1986-2005,IPSL-CM5A-LA
27-01-2000,0,1986-2005,IPSL-CM5A-LA
28-01-2000,0.047,1986-2005,IPSL-CM5A-LA
29-01-2000,0.066,1986-2005,IPSL-CM5A-LA
30-01-2000,0,1986-2005,IPSL-CM5A-LA
31-01-2000,0.047,1986-2005,IPSL-CM5A-LA
01-02-2000,0.026,1986-2005,IPSL-CM5A-LA
02-02-2000,0.379,1986-2005,IPSL-CM5A-LA
03-02-2000,0.154,1986-2005,IPSL-CM5A-LA
04-02-2000,0.171,1986-2005,IPSL-CM5A-LA
05-02-2000,1.071,1986-2005,IPSL-CM5A-LA
06-02-2000,1.06,1986-2005,IPSL-CM5A-LA
07-02-2000,0.742,1986-2005,IPSL-CM5A-LA
08-02-2000,0.006,1986-2005,IPSL-CM5A-LA
09-02-2000,0.002,1986-2005,IPSL-CM5A-LA
10-02-2000,0,1986-2005,IPSL-CM5A-LA
11-02-2000,0.595,1986-2005,IPSL-CM5A-LA
12-02-2000,0.01,1986-2005,IPSL-CM5A-LA
13-02-2000,0,1986-2005,IPSL-CM5A-LA
14-02-2000,1.144,1986-2005,IPSL-CM5A-LA
15-02-2000,5.45,1986-2005,IPSL-CM5A-LA
16-02-2000,8.813,1986-2005,IPSL-CM5A-LA
17-02-2000,0.023,1986-2005,IPSL-CM5A-LA
18-02-2000,6.973,1986-2005,IPSL-CM5A-LA
19-02-2000,31.798,1986-2005,IPSL-CM5A-LA
20-02-2000,0.81,1986-2005,IPSL-CM5A-LA
21-02-2000,0.003,1986-2005,IPSL-CM5A-LA
22-02-2000,0,1986-2005,IPSL-CM5A-LA
23-02-2000,0,1986-2005,IPSL-CM5A-LA
24-02-2000,0.367,1986-2005,IPSL-CM5A-LA
25-02-2000,0.005,1986-2005,IPSL-CM5A-LA
26-02-2000,0.808,1986-2005,IPSL-CM5A-LA
27-02-2000,1.885,1986-2005,IPSL-CM5A-LA
28-02-2000,0.643,1986-2005,IPSL-CM5A-LA
01-03-2000,0.173,1986-2005,IPSL-CM5A-LA
02-03-2000,0,1986-2005,IPSL-CM5A-LA
03-03-2000,0.885,1986-2005,IPSL-CM5A-LA
04-03-2000,0.713,1986-2005,IPSL-CM5A-LA
05-03-2000,1.131,1986-2005,IPSL-CM5A-LA
06-03-2000,0.816,1986-2005,IPSL-CM5A-LA
07-03-2000,0.004,1986-2005,IPSL-CM5A-LA
08-03-2000,0.68,1986-2005,IPSL-CM5A-LA
09-03-2000,0.271,1986-2005,IPSL-CM5A-LA
10-03-2000,13.599,1986-2005,IPSL-CM5A-LA
11-03-2000,19.42,1986-2005,IPSL-CM5A-LA
12-03-2000,7.718,1986-2005,IPSL-CM5A-LA
13-03-2000,0.013,1986-2005,IPSL-CM5A-LA
14-03-2000,0.003,1986-2005,IPSL-CM5A-LA
15-03-2000,1.423,1986-2005,IPSL-CM5A-LA
16-03-2000,0.367,1986-2005,IPSL-CM5A-LA
17-03-2000,5.853,1986-2005,IPSL-CM5A-LA
18-03-2000,0.757,1986-2005,IPSL-CM5A-LA
19-03-2000,0.205,1986-2005,IPSL-CM5A-LA
20-03-2000,1.425,1986-2005,IPSL-CM5A-LA
21-03-2000,0.654,1986-2005,IPSL-CM5A-LA
22-03-2000,0.009,1986-2005,IPSL-CM5A-LA
23-03-2000,1.248,1986-2005,IPSL-CM5A-LA
24-03-2000,0.071,1986-2005,IPSL-CM5A-LA
25-03-2000,0.135,1986-2005,IPSL-CM5A-LA
26-03-2000,0.003,1986-2005,IPSL-CM5A-LA
27-03-2000,0.016,1986-2005,IPSL-CM5A-LA
28-03-2000,0.047,1986-2005,IPSL-CM5A-LA
29-03-2000,0.7,1986-2005,IPSL-CM5A-LA
30-03-2000,1.111,1986-2005,IPSL-CM5A-LA
31-03-2000,3.295,1986-2005,IPSL-CM5A-LA
01-04-2000,1.142,1986-2005,IPSL-CM5A-LA
02-04-2000,0.045,1986-2005,IPSL-CM5A-LA
03-04-2000,18.635,1986-2005,IPSL-CM5A-LA
04-04-2000,0.387,1986-2005,IPSL-CM5A-LA
05-04-2000,0.107,1986-2005,IPSL-CM5A-LA
06-04-2000,0.989,1986-2005,IPSL-CM5A-LA
07-04-2000,0.061,1986-2005,IPSL-CM5A-LA
08-04-2000,0,1986-2005,IPSL-CM5A-LA
09-04-2000,1.561,1986-2005,IPSL-CM5A-LA
10-04-2000,2.571,1986-2005,IPSL-CM5A-LA
11-04-2000,13.794,1986-2005,IPSL-CM5A-LA
12-04-2000,0.719,1986-2005,IPSL-CM5A-LA
13-04-2000,3.032,1986-2005,IPSL-CM5A-LA
14-04-2000,0.571,1986-2005,IPSL-CM5A-LA
15-04-2000,2.633,1986-2005,IPSL-CM5A-LA
16-04-2000,1.358,1986-2005,IPSL-CM5A-LA
17-04-2000,0.108,1986-2005,IPSL-CM5A-LA
18-04-2000,0.15,1986-2005,IPSL-CM5A-LA
19-04-2000,0,1986-2005,IPSL-CM5A-LA
20-04-2000,3.205,1986-2005,IPSL-CM5A-LA
21-04-2000,3.383,1986-2005,IPSL-CM5A-LA
22-04-2000,1.608,1986-2005,IPSL-CM5A-LA
23-04-2000,2.667,1986-2005,IPSL-CM5A-LA
24-04-2000,10.472,1986-2005,IPSL-CM5A-LA
25-04-2000,0,1986-2005,IPSL-CM5A-LA
26-04-2000,0,1986-2005,IPSL-CM5A-LA
27-04-2000,7.621,1986-2005,IPSL-CM5A-LA
28-04-2000,0,1986-2005,IPSL-CM5A-LA
29-04-2000,0,1986-2005,IPSL-CM5A-LA
30-04-2000,0.976,1986-2005,IPSL-CM5A-LA
01-05-2000,0.791,1986-2005,IPSL-CM5A-LA
02-05-2000,0,1986-2005,IPSL-CM5A-LA
03-05-2000,0,1986-2005,IPSL-CM5A-LA
04-05-2000,0,1986-2005,IPSL-CM5A-LA
05-05-2000,12.948,1986-2005,IPSL-CM5A-LA
06-05-2000,24.543,1986-2005,IPSL-CM5A-LA
07-05-2000,1.072,1986-2005,IPSL-CM5A-LA
08-05-2000,1.595,1986-2005,IPSL-CM5A-LA
09-05-2000,2.576,1986-2005,IPSL-CM5A-LA
10-05-2000,0,1986-2005,IPSL-CM5A-LA
11-05-2000,0.392,1986-2005,IPSL-CM5A-LA
12-05-2000,0,1986-2005,IPSL-CM5A-LA
13-05-2000,3.78,1986-2005,IPSL-CM5A-LA
14-05-2000,0.009,1986-2005,IPSL-CM5A-LA
15-05-2000,0,1986-2005,IPSL-CM5A-LA
16-05-2000,0.091,1986-2005,IPSL-CM5A-LA
17-05-2000,0.018,1986-2005,IPSL-CM5A-LA
18-05-2000,0,1986-2005,IPSL-CM5A-LA
19-05-2000,0.915,1986-2005,IPSL-CM5A-LA
20-05-2000,5.331,1986-2005,IPSL-CM5A-LA
21-05-2000,0.033,1986-2005,IPSL-CM5A-LA
22-05-2000,0,1986-2005,IPSL-CM5A-LA
23-05-2000,0.154,1986-2005,IPSL-CM5A-LA
24-05-2000,0,1986-2005,IPSL-CM5A-LA
25-05-2000,0,1986-2005,IPSL-CM5A-LA
26-05-2000,1.426,1986-2005,IPSL-CM5A-LA
27-05-2000,17.549,1986-2005,IPSL-CM5A-LA
28-05-2000,1.132,1986-2005,IPSL-CM5A-LA
29-05-2000,0.005,1986-2005,IPSL-CM5A-LA
30-05-2000,0.553,1986-2005,IPSL-CM5A-LA
31-05-2000,2.681,1986-2005,IPSL-CM5A-LA
01-06-2000,7.505,1986-2005,IPSL-CM5A-LA
02-06-2000,0.151,1986-2005,IPSL-CM5A-LA
03-06-2000,0,1986-2005,IPSL-CM5A-LA
04-06-2000,0,1986-2005,IPSL-CM5A-LA
05-06-2000,0,1986-2005,IPSL-CM5A-LA
06-06-2000,0,1986-2005,IPSL-CM5A-LA
07-06-2000,1.793,1986-2005,IPSL-CM5A-LA
08-06-2000,11.268,1986-2005,IPSL-CM5A-LA
09-06-2000,0.777,1986-2005,IPSL-CM5A-LA
10-06-2000,0.121,1986-2005,IPSL-CM5A-LA
11-06-2000,0,1986-2005,IPSL-CM5A-LA
12-06-2000,1.624,1986-2005,IPSL-CM5A-LA
13-06-2000,0.005,1986-2005,IPSL-CM5A-LA
14-06-2000,0,1986-2005,IPSL-CM5A-LA
15-06-2000,0,1986-2005,IPSL-CM5A-LA
16-06-2000,0,1986-2005,IPSL-CM5A-LA
17-06-2000,3.89,1986-2005,IPSL-CM5A-LA
18-06-2000,0.602,1986-2005,IPSL-CM5A-LA
19-06-2000,4.927,1986-2005,IPSL-CM5A-LA
20-06-2000,10.991,1986-2005,IPSL-CM5A-LA
21-06-2000,3.21,1986-2005,IPSL-CM5A-LA
22-06-2000,5.414,1986-2005,IPSL-CM5A-LA
23-06-2000,1.269,1986-2005,IPSL-CM5A-LA
24-06-2000,0.098,1986-2005,IPSL-CM5A-LA
25-06-2000,0.153,1986-2005,IPSL-CM5A-LA
26-06-2000,0.909,1986-2005,IPSL-CM5A-LA
27-06-2000,6.722,1986-2005,IPSL-CM5A-LA
28-06-2000,1.01,1986-2005,IPSL-CM5A-LA
29-06-2000,0.171,1986-2005,IPSL-CM5A-LA
30-06-2000,4.92,1986-2005,IPSL-CM5A-LA
01-07-2000,5.034,1986-2005,IPSL-CM5A-LA
02-07-2000,0.583,1986-2005,IPSL-CM5A-LA
03-07-2000,0.406,1986-2005,IPSL-CM5A-LA
04-07-2000,0.017,1986-2005,IPSL-CM5A-LA
05-07-2000,6.217,1986-2005,IPSL-CM5A-LA
06-07-2000,0.305,1986-2005,IPSL-CM5A-LA
07-07-2000,0,1986-2005,IPSL-CM5A-LA
08-07-2000,0,1986-2005,IPSL-CM5A-LA
09-07-2000,0,1986-2005,IPSL-CM5A-LA
10-07-2000,0,1986-2005,IPSL-CM5A-LA
11-07-2000,0.499,1986-2005,IPSL-CM5A-LA
12-07-2000,0,1986-2005,IPSL-CM5A-LA
13-07-2000,2.461,1986-2005,IPSL-CM5A-LA
14-07-2000,0.008,1986-2005,IPSL-CM5A-LA
15-07-2000,0.971,1986-2005,IPSL-CM5A-LA
16-07-2000,4.214,1986-2005,IPSL-CM5A-LA
17-07-2000,0.06,1986-2005,IPSL-CM5A-LA
18-07-2000,2.471,1986-2005,IPSL-CM5A-LA
19-07-2000,0.878,1986-2005,IPSL-CM5A-LA
20-07-2000,0.641,1986-2005,IPSL-CM5A-LA
21-07-2000,0.948,1986-2005,IPSL-CM5A-LA
22-07-2000,2.979,1986-2005,IPSL-CM5A-LA
23-07-2000,0,1986-2005,IPSL-CM5A-LA
24-07-2000,0,1986-2005,IPSL-CM5A-LA
25-07-2000,0.379,1986-2005,IPSL-CM5A-LA
26-07-2000,2.097,1986-2005,IPSL-CM5A-LA
27-07-2000,0.298,1986-2005,IPSL-CM5A-LA
28-07-2000,0.13,1986-2005,IPSL-CM5A-LA
29-07-2000,1.318,1986-2005,IPSL-CM5A-LA
30-07-2000,0,1986-2005,IPSL-CM5A-LA
31-07-2000,0.711,1986-2005,IPSL-CM5A-LA
01-08-2000,3.97,1986-2005,IPSL-CM5A-LA
02-08-2000,10.211,1986-2005,IPSL-CM5A-LA
03-08-2000,0.709,1986-2005,IPSL-CM5A-LA
04-08-2000,5.318,1986-2005,IPSL-CM5A-LA
05-08-2000,6.784,1986-2005,IPSL-CM5A-LA
06-08-2000,3.588,1986-2005,IPSL-CM5A-LA
07-08-2000,3.614,1986-2005,IPSL-CM5A-LA
08-08-2000,3.464,1986-2005,IPSL-CM5A-LA
09-08-2000,3.707,1986-2005,IPSL-CM5A-LA
10-08-2000,0.014,1986-2005,IPSL-CM5A-LA
11-08-2000,0.687,1986-2005,IPSL-CM5A-LA
12-08-2000,5.358,1986-2005,IPSL-CM5A-LA
13-08-2000,0,1986-2005,IPSL-CM5A-LA
14-08-2000,0,1986-2005,IPSL-CM5A-LA
15-08-2000,0,1986-2005,IPSL-CM5A-LA
16-08-2000,9.448,1986-2005,IPSL-CM5A-LA
17-08-2000,1.815,1986-2005,IPSL-CM5A-LA
18-08-2000,0.649,1986-2005,IPSL-CM5A-LA
19-08-2000,0.081,1986-2005,IPSL-CM5A-LA
20-08-2000,0.785,1986-2005,IPSL-CM5A-LA
21-08-2000,2.023,1986-2005,IPSL-CM5A-LA
22-08-2000,0.103,1986-2005,IPSL-CM5A-LA
23-08-2000,4.609,1986-2005,IPSL-CM5A-LA
24-08-2000,0.415,1986-2005,IPSL-CM5A-LA
25-08-2000,1.694,1986-2005,IPSL-CM5A-LA
26-08-2000,3.269,1986-2005,IPSL-CM5A-LA
27-08-2000,4.925,1986-2005,IPSL-CM5A-LA
28-08-2000,0.023,1986-2005,IPSL-CM5A-LA
29-08-2000,0,1986-2005,IPSL-CM5A-LA
30-08-2000,0.617,1986-2005,IPSL-CM5A-LA
31-08-2000,0.333,1986-2005,IPSL-CM5A-LA
01-09-2000,0.386,1986-2005,IPSL-CM5A-LA
02-09-2000,0.305,1986-2005,IPSL-CM5A-LA
03-09-2000,0.024,1986-2005,IPSL-CM5A-LA
04-09-2000,0.528,1986-2005,IPSL-CM5A-LA
05-09-2000,2.184,1986-2005,IPSL-CM5A-LA
06-09-2000,2.187,1986-2005,IPSL-CM5A-LA
07-09-2000,0.74,1986-2005,IPSL-CM5A-LA
08-09-2000,0,1986-2005,IPSL-CM5A-LA
09-09-2000,0.537,1986-2005,IPSL-CM5A-LA
10-09-2000,1.759,1986-2005,IPSL-CM5A-LA
11-09-2000,0,1986-2005,IPSL-CM5A-LA
12-09-2000,0.928,1986-2005,IPSL-CM5A-LA
13-09-2000,0.363,1986-2005,IPSL-CM5A-LA
14-09-2000,4.41,1986-2005,IPSL-CM5A-LA
15-09-2000,0.017,1986-2005,IPSL-CM5A-LA
16-09-2000,1.807,1986-2005,IPSL-CM5A-LA
17-09-2000,0.043,1986-2005,IPSL-CM5A-LA
18-09-2000,0,1986-2005,IPSL-CM5A-LA
19-09-2000,0.003,1986-2005,IPSL-CM5A-LA
20-09-2000,0.124,1986-2005,IPSL-CM5A-LA
21-09-2000,0.037,1986-2005,IPSL-CM5A-LA
22-09-2000,0.012,1986-2005,IPSL-CM5A-LA
23-09-2000,14.734,1986-2005,IPSL-CM5A-LA
24-09-2000,2.333,1986-2005,IPSL-CM5A-LA
25-09-2000,5.269,1986-2005,IPSL-CM5A-LA
26-09-2000,0.536,1986-2005,IPSL-CM5A-LA
27-09-2000,0,1986-2005,IPSL-CM5A-LA
28-09-2000,0,1986-2005,IPSL-CM5A-LA
29-09-2000,0,1986-2005,IPSL-CM5A-LA
30-09-2000,0.134,1986-2005,IPSL-CM5A-LA
01-10-2000,4.749,1986-2005,IPSL-CM5A-LA
02-10-2000,0,1986-2005,IPSL-CM5A-LA
03-10-2000,0.012,1986-2005,IPSL-CM5A-LA
04-10-2000,0.813,1986-2005,IPSL-CM5A-LA
05-10-2000,4.555,1986-2005,IPSL-CM5A-LA
06-10-2000,0.289,1986-2005,IPSL-CM5A-LA
07-10-2000,0,1986-2005,IPSL-CM5A-LA
08-10-2000,0,1986-2005,IPSL-CM5A-LA
09-10-2000,0.018,1986-2005,IPSL-CM5A-LA
10-10-2000,1.504,1986-2005,IPSL-CM5A-LA
11-10-2000,0.001,1986-2005,IPSL-CM5A-LA
12-10-2000,5.35,1986-2005,IPSL-CM5A-LA
13-10-2000,0,1986-2005,IPSL-CM5A-LA
14-10-2000,0.258,1986-2005,IPSL-CM5A-LA
15-10-2000,0.094,1986-2005,IPSL-CM5A-LA
16-10-2000,0.621,1986-2005,IPSL-CM5A-LA
17-10-2000,4.807,1986-2005,IPSL-CM5A-LA
18-10-2000,0,1986-2005,IPSL-CM5A-LA
19-10-2000,0.741,1986-2005,IPSL-CM5A-LA
20-10-2000,9.622,1986-2005,IPSL-CM5A-LA
21-10-2000,0,1986-2005,IPSL-CM5A-LA
22-10-2000,0,1986-2005,IPSL-CM5A-LA
23-10-2000,0.025,1986-2005,IPSL-CM5A-LA
24-10-2000,0.014,1986-2005,IPSL-CM5A-LA
25-10-2000,0,1986-2005,IPSL-CM5A-LA
26-10-2000,0,1986-2005,IPSL-CM5A-LA
27-10-2000,0.49,1986-2005,IPSL-CM5A-LA
28-10-2000,0.285,1986-2005,IPSL-CM5A-LA
29-10-2000,0,1986-2005,IPSL-CM5A-LA
30-10-2000,0.216,1986-2005,IPSL-CM5A-LA
31-10-2000,0,1986-2005,IPSL-CM5A-LA
01-11-2000,0.146,1986-2005,IPSL-CM5A-LA
02-11-2000,0.003,1986-2005,IPSL-CM5A-LA
03-11-2000,0.008,1986-2005,IPSL-CM5A-LA
04-11-2000,0,1986-2005,IPSL-CM5A-LA
05-11-2000,2.441,1986-2005,IPSL-CM5A-LA
06-11-2000,1.565,1986-2005,IPSL-CM5A-LA
07-11-2000,1.054,1986-2005,IPSL-CM5A-LA
08-11-2000,0.113,1986-2005,IPSL-CM5A-LA
09-11-2000,7.185,1986-2005,IPSL-CM5A-LA
10-11-2000,3.618,1986-2005,IPSL-CM5A-LA
11-11-2000,0.267,1986-2005,IPSL-CM5A-LA
12-11-2000,0.945,1986-2005,IPSL-CM5A-LA
13-11-2000,0.027,1986-2005,IPSL-CM5A-LA
14-11-2000,0,1986-2005,IPSL-CM5A-LA
15-11-2000,9.4,1986-2005,IPSL-CM5A-LA
16-11-2000,7.399,1986-2005,IPSL-CM5A-LA
17-11-2000,0.009,1986-2005,IPSL-CM5A-LA
18-11-2000,2.122,1986-2005,IPSL-CM5A-LA
19-11-2000,0.486,1986-2005,IPSL-CM5A-LA
20-11-2000,0.584,1986-2005,IPSL-CM5A-LA
21-11-2000,0,1986-2005,IPSL-CM5A-LA
22-11-2000,1.102,1986-2005,IPSL-CM5A-LA
23-11-2000,0.701,1986-2005,IPSL-CM5A-LA
24-11-2000,2.379,1986-2005,IPSL-CM5A-LA
25-11-2000,0.334,1986-2005,IPSL-CM5A-LA
26-11-2000,2.291,1986-2005,IPSL-CM5A-LA
27-11-2000,0.756,1986-2005,IPSL-CM5A-LA
28-11-2000,0.107,1986-2005,IPSL-CM5A-LA
29-11-2000,3.787,1986-2005,IPSL-CM5A-LA
30-11-2000,18.67,1986-2005,IPSL-CM5A-LA
01-12-2000,4.589,1986-2005,IPSL-CM5A-LA
02-12-2000,1.296,1986-2005,IPSL-CM5A-LA
03-12-2000,1.079,1986-2005,IPSL-CM5A-LA
04-12-2000,0.077,1986-2005,IPSL-CM5A-LA
05-12-2000,4.601,1986-2005,IPSL-CM5A-LA
